seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
4,Digital industry agglomeration and internationalization of enterprises - evidence from the stability of China's firm embedding in global value chains,2026,10.1080/15140326.2026.2617752,https://doi.org/10.1080/15140326.2026.2617752,https://scholar.google.com/scholar?q=Digital%20industry%20agglomeration%20and%20internationalization%20of%20enterprises%20-%20evidence%20from%20the%20stability%20of%20China%27s%20firm%20embedding%20in%20global%20value%20chains,https://openalex.org/works?search=Digital%20industry%20agglomeration%20and%20internationalization%20of%20enterprises%20-%20evidence%20from%20the%20stability%20of%20China%27s%20firm%20embedding%20in%20global%20value%20chains,https://api.unpaywall.org/v2/10.1080%2F15140326.2026.2617752
16,Total factor productivity in Kenyan manufacturing firms: The role of ISO certification and direct vs indirect export intensity,2024,10.1111/saje.12372,https://doi.org/10.1111/saje.12372,https://scholar.google.com/scholar?q=Total%20factor%20productivity%20in%20Kenyan%20manufacturing%20firms%3A%20The%20role%20of%20ISO%20certification%20and%20direct%20vs%20indirect%20export%20intensity,https://openalex.org/works?search=Total%20factor%20productivity%20in%20Kenyan%20manufacturing%20firms%3A%20The%20role%20of%20ISO%20certification%20and%20direct%20vs%20indirect%20export%20intensity,https://api.unpaywall.org/v2/10.1111%2Fsaje.12372
26,Does corporate internationalization affect analysts' ' earnings forecast bias? Evidence from China,2024,10.1016/j.ribaf.2024.102505,https://doi.org/10.1016/j.ribaf.2024.102505,https://scholar.google.com/scholar?q=Does%20corporate%20internationalization%20affect%20analysts%27%20%27%20earnings%20forecast%20bias%3F%20Evidence%20from%20China,https://openalex.org/works?search=Does%20corporate%20internationalization%20affect%20analysts%27%20%27%20earnings%20forecast%20bias%3F%20Evidence%20from%20China,https://api.unpaywall.org/v2/10.1016%2Fj.ribaf.2024.102505
34,Outward FDI and its impact on the parent firm: A case of Indian manufacturing firms,2023,10.1007/978-981-97-8999-3_3,https://doi.org/10.1007/978-981-97-8999-3_3,https://scholar.google.com/scholar?q=Outward%20FDI%20and%20its%20impact%20on%20the%20parent%20firm%3A%20A%20case%20of%20Indian%20manufacturing%20firms,https://openalex.org/works?search=Outward%20FDI%20and%20its%20impact%20on%20the%20parent%20firm%3A%20A%20case%20of%20Indian%20manufacturing%20firms,https://api.unpaywall.org/v2/10.1007%2F978-981-97-8999-3_3
38,How does offshore outsourcing of knowledge-intensive activities affect the exports and financial performance of emerging market firms?,2022,10.1057/s41267-022-00511-z,https://doi.org/10.1057/s41267-022-00511-z,https://scholar.google.com/scholar?q=How%20does%20offshore%20outsourcing%20of%20knowledge-intensive%20activities%20affect%20the%20exports%20and%20financial%20performance%20of%20emerging%20market%20firms%3F,https://openalex.org/works?search=How%20does%20offshore%20outsourcing%20of%20knowledge-intensive%20activities%20affect%20the%20exports%20and%20financial%20performance%20of%20emerging%20market%20firms%3F,https://api.unpaywall.org/v2/10.1057%2Fs41267-022-00511-z
42,Influence of blockchain technology in SME internationalization: Evidence from high-tech SMEs in India,2022,10.1016/j.technovation.2022.102518,https://doi.org/10.1016/j.technovation.2022.102518,https://scholar.google.com/scholar?q=Influence%20of%20blockchain%20technology%20in%20SME%20internationalization%3A%20Evidence%20from%20high-tech%20SMEs%20in%20India,https://openalex.org/works?search=Influence%20of%20blockchain%20technology%20in%20SME%20internationalization%3A%20Evidence%20from%20high-tech%20SMEs%20in%20India,https://api.unpaywall.org/v2/10.1016%2Fj.technovation.2022.102518
45,Multinationality and performance effects: an integrated theory of new patterns of multinationality and home political influence,2021,10.1108/cms-12-2019-0441,https://doi.org/10.1108/cms-12-2019-0441,https://scholar.google.com/scholar?q=Multinationality%20and%20performance%20effects%3A%20an%20integrated%20theory%20of%20new%20patterns%20of%20multinationality%20and%20home%20political%20influence,https://openalex.org/works?search=Multinationality%20and%20performance%20effects%3A%20an%20integrated%20theory%20of%20new%20patterns%20of%20multinationality%20and%20home%20political%20influence,https://api.unpaywall.org/v2/10.1108%2Fcms-12-2019-0441
46,'Letters to the editor': the relationship between multinationality and firm performance in emerging markets,2021,10.1080/19186444.2020.1857122,https://doi.org/10.1080/19186444.2020.1857122,https://scholar.google.com/scholar?q=%27Letters%20to%20the%20editor%27%3A%20the%20relationship%20between%20multinationality%20and%20firm%20performance%20in%20emerging%20markets,https://openalex.org/works?search=%27Letters%20to%20the%20editor%27%3A%20the%20relationship%20between%20multinationality%20and%20firm%20performance%20in%20emerging%20markets,https://api.unpaywall.org/v2/10.1080%2F19186444.2020.1857122
49,"Perceived corruption, business process digitization, and SMEs' degree of internationalization in sub-Saharan Africa",2021,10.1016/j.jbusres.2020.09.065,https://doi.org/10.1016/j.jbusres.2020.09.065,https://scholar.google.com/scholar?q=Perceived%20corruption%2C%20business%20process%20digitization%2C%20and%20SMEs%27%20degree%20of%20internationalization%20in%20sub-Saharan%20Africa,https://openalex.org/works?search=Perceived%20corruption%2C%20business%20process%20digitization%2C%20and%20SMEs%27%20degree%20of%20internationalization%20in%20sub-Saharan%20Africa,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2020.09.065
63,Improving firm survival: exports or outward foreign direct investment?,2020,10.1080/14631377.2019.1678097,https://doi.org/10.1080/14631377.2019.1678097,https://scholar.google.com/scholar?q=Improving%20firm%20survival%3A%20exports%20or%20outward%20foreign%20direct%20investment%3F,https://openalex.org/works?search=Improving%20firm%20survival%3A%20exports%20or%20outward%20foreign%20direct%20investment%3F,https://api.unpaywall.org/v2/10.1080%2F14631377.2019.1678097
77,"Internationalization and the growth of Vietnamese micro, small, and medium sized enterprises: Evidence from panel quantile regressions",2018,10.1016/j.asieco.2018.01.002,https://doi.org/10.1016/j.asieco.2018.01.002,https://scholar.google.com/scholar?q=Internationalization%20and%20the%20growth%20of%20Vietnamese%20micro%2C%20small%2C%20and%20medium%20sized%20enterprises%3A%20Evidence%20from%20panel%20quantile%20regressions,https://openalex.org/works?search=Internationalization%20and%20the%20growth%20of%20Vietnamese%20micro%2C%20small%2C%20and%20medium%20sized%20enterprises%3A%20Evidence%20from%20panel%20quantile%20regressions,https://api.unpaywall.org/v2/10.1016%2Fj.asieco.2018.01.002
87,"Country specific advantage, firm specific advantage and multinationality - Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China",2016,10.1016/j.ibusrev.2014.12.006,https://doi.org/10.1016/j.ibusrev.2014.12.006,https://scholar.google.com/scholar?q=Country%20specific%20advantage%2C%20firm%20specific%20advantage%20and%20multinationality%20-%20Sources%20of%20competitive%20advantage%20in%20emerging%20markets%3A%20Evidence%20from%20the%20electronics%20industry%20in%20China,https://openalex.org/works?search=Country%20specific%20advantage%2C%20firm%20specific%20advantage%20and%20multinationality%20-%20Sources%20of%20competitive%20advantage%20in%20emerging%20markets%3A%20Evidence%20from%20the%20electronics%20industry%20in%20China,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2014.12.006
88,An empirical analysis and extension of internalization theory in emerging markets: The role of firm-specific assets and asset dispersion in the multinationality-performance relationship,2016,10.1016/j.jwb.2016.03.003,https://doi.org/10.1016/j.jwb.2016.03.003,https://scholar.google.com/scholar?q=An%20empirical%20analysis%20and%20extension%20of%20internalization%20theory%20in%20emerging%20markets%3A%20The%20role%20of%20firm-specific%20assets%20and%20asset%20dispersion%20in%20the%20multinationality-performance%20relationship,https://openalex.org/works?search=An%20empirical%20analysis%20and%20extension%20of%20internalization%20theory%20in%20emerging%20markets%3A%20The%20role%20of%20firm-specific%20assets%20and%20asset%20dispersion%20in%20the%20multinationality-performance%20relationship,https://api.unpaywall.org/v2/10.1016%2Fj.jwb.2016.03.003
89,The OFDI patterns and firm performance of Chinese firms: The moderating effects of multinationality strategy and external factors,2016,10.1016/j.ibusrev.2016.01.010,https://doi.org/10.1016/j.ibusrev.2016.01.010,https://scholar.google.com/scholar?q=The%20OFDI%20patterns%20and%20firm%20performance%20of%20Chinese%20firms%3A%20The%20moderating%20effects%20of%20multinationality%20strategy%20and%20external%20factors,https://openalex.org/works?search=The%20OFDI%20patterns%20and%20firm%20performance%20of%20Chinese%20firms%3A%20The%20moderating%20effects%20of%20multinationality%20strategy%20and%20external%20factors,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2016.01.010
94,SME Internationalization Through Global Value Chains and Free Trade Agreements: Evidence from Malaysia,2016,10.1007/978-4-431-55498-1_10,https://doi.org/10.1007/978-4-431-55498-1_10,https://scholar.google.com/scholar?q=SME%20Internationalization%20Through%20Global%20Value%20Chains%20and%20Free%20Trade%20Agreements%3A%20Evidence%20from%20Malaysia,https://openalex.org/works?search=SME%20Internationalization%20Through%20Global%20Value%20Chains%20and%20Free%20Trade%20Agreements%3A%20Evidence%20from%20Malaysia,https://api.unpaywall.org/v2/10.1007%2F978-4-431-55498-1_10
107,Performance of unlisted Italian companies acquired by multinationals from emerging markets The case of Indian acquisitions,2015,10.1108/jocm-12-2014-0233,https://doi.org/10.1108/jocm-12-2014-0233,https://scholar.google.com/scholar?q=Performance%20of%20unlisted%20Italian%20companies%20acquired%20by%20multinationals%20from%20emerging%20markets%20The%20case%20of%20Indian%20acquisitions,https://openalex.org/works?search=Performance%20of%20unlisted%20Italian%20companies%20acquired%20by%20multinationals%20from%20emerging%20markets%20The%20case%20of%20Indian%20acquisitions,https://api.unpaywall.org/v2/10.1108%2Fjocm-12-2014-0233
120,"FIRM SIZE, TECHNOLOGICAL CAPABILITY, EXPORTS AND ECONOMIC PERFORMANCE: THE CASE OF ELECTRONICS INDUSTRY IN MALAYSIA",2013,10.3846/16111699.2012.668860,https://doi.org/10.3846/16111699.2012.668860,https://scholar.google.com/scholar?q=FIRM%20SIZE%2C%20TECHNOLOGICAL%20CAPABILITY%2C%20EXPORTS%20AND%20ECONOMIC%20PERFORMANCE%3A%20THE%20CASE%20OF%20ELECTRONICS%20INDUSTRY%20IN%20MALAYSIA,https://openalex.org/works?search=FIRM%20SIZE%2C%20TECHNOLOGICAL%20CAPABILITY%2C%20EXPORTS%20AND%20ECONOMIC%20PERFORMANCE%3A%20THE%20CASE%20OF%20ELECTRONICS%20INDUSTRY%20IN%20MALAYSIA,https://api.unpaywall.org/v2/10.3846%2F16111699.2012.668860
121,"International Involvement, Target Market Selection, and Consolidated Performance: A Firm-Level Analysis of Taiwan's FDI in China",2013,10.2753/ree1540-496x4905s413,https://doi.org/10.2753/ree1540-496x4905s413,https://scholar.google.com/scholar?q=International%20Involvement%2C%20Target%20Market%20Selection%2C%20and%20Consolidated%20Performance%3A%20A%20Firm-Level%20Analysis%20of%20Taiwan%27s%20FDI%20in%20China,https://openalex.org/works?search=International%20Involvement%2C%20Target%20Market%20Selection%2C%20and%20Consolidated%20Performance%3A%20A%20Firm-Level%20Analysis%20of%20Taiwan%27s%20FDI%20in%20China,https://api.unpaywall.org/v2/10.2753%2Free1540-496x4905s413
125,Locational determinants of internationalization: A firm-level analysis of Chinese and Indian acquisitions,2012,10.1016/j.emj.2012.03.006,https://doi.org/10.1016/j.emj.2012.03.006,https://scholar.google.com/scholar?q=Locational%20determinants%20of%20internationalization%3A%20A%20firm-level%20analysis%20of%20Chinese%20and%20Indian%20acquisitions,https://openalex.org/works?search=Locational%20determinants%20of%20internationalization%3A%20A%20firm-level%20analysis%20of%20Chinese%20and%20Indian%20acquisitions,https://api.unpaywall.org/v2/10.1016%2Fj.emj.2012.03.006
132,Does export and productivity growth linkage exist? Evidence from the Indian manufacturing industry,2011,10.1080/02692171.2011.557046,https://doi.org/10.1080/02692171.2011.557046,https://scholar.google.com/scholar?q=Does%20export%20and%20productivity%20growth%20linkage%20exist%3F%20Evidence%20from%20the%20Indian%20manufacturing%20industry,https://openalex.org/works?search=Does%20export%20and%20productivity%20growth%20linkage%20exist%3F%20Evidence%20from%20the%20Indian%20manufacturing%20industry,https://api.unpaywall.org/v2/10.1080%2F02692171.2011.557046
162,Impact of productivity revolution on Chinese enterprises' outward foreign direct investment (OFDI),2026,10.1016/j.eap.2026.01.002,https://doi.org/10.1016/j.eap.2026.01.002,https://scholar.google.com/scholar?q=Impact%20of%20productivity%20revolution%20on%20Chinese%20enterprises%27%20outward%20foreign%20direct%20investment%20%28OFDI%29,https://openalex.org/works?search=Impact%20of%20productivity%20revolution%20on%20Chinese%20enterprises%27%20outward%20foreign%20direct%20investment%20%28OFDI%29,https://api.unpaywall.org/v2/10.1016%2Fj.eap.2026.01.002
169,"Enhancing CSR performance in emerging market firms: The effects of pro-market reforms, government support, and internationalization",2026,10.1016/j.jbusres.2026.116151,https://doi.org/10.1016/j.jbusres.2026.116151,https://scholar.google.com/scholar?q=Enhancing%20CSR%20performance%20in%20emerging%20market%20firms%3A%20The%20effects%20of%20pro-market%20reforms%2C%20government%20support%2C%20and%20internationalization,https://openalex.org/works?search=Enhancing%20CSR%20performance%20in%20emerging%20market%20firms%3A%20The%20effects%20of%20pro-market%20reforms%2C%20government%20support%2C%20and%20internationalization,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2026.116151
172,Moderating roles of spatial and temporal internationalization on the product diversification-performance relationship of emerging market multinational enterprises,2025,10.1057/s41291-024-00280-7,https://doi.org/10.1057/s41291-024-00280-7,https://scholar.google.com/scholar?q=Moderating%20roles%20of%20spatial%20and%20temporal%20internationalization%20on%20the%20product%20diversification-performance%20relationship%20of%20emerging%20market%20multinational%20enterprises,https://openalex.org/works?search=Moderating%20roles%20of%20spatial%20and%20temporal%20internationalization%20on%20the%20product%20diversification-performance%20relationship%20of%20emerging%20market%20multinational%20enterprises,https://api.unpaywall.org/v2/10.1057%2Fs41291-024-00280-7
